Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
AAIT,iShares MSCI All Country Asia Information Technology Index Fun,31.41,6282000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aait
AAL,"American Airlines Group, Inc.",32.97,23741790173,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal
AAME,Atlantic American Corporation,3.94,81581549.38,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
AAOI,"Applied Optoelectronics, Inc.",15.11,223705438.8,n/a,2013,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi
AAON,"AAON, Inc.",17.95,987468882.3,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aaon
AAPL,Apple Inc.,96.26,5.76392E+11,n/a,1980,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl
AAVL,"Avalanche Biotechnologies, Inc.",30.41,676843824,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aavl
AAWW,Atlas Air Worldwide Holdings,32.935,831883625.5,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,60.1,2620360000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
ABAC,"Aoxin Tianli Group, Inc.",2.1,58302300,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac
ABAX,"ABAXIS, Inc.",48.1,1083377368,n/a,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/abax
ABCB,Ameris Bancorp,23.84,637444361.9,n/a,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb
ABCD,"Cambium Learning Group, Inc.",1.48,66466612.04,n/a,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/abcd
ABCO,The Advisory Board Company,50.28,1824941008,n/a,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/abco
ABDC,Alcentra Capital Corp.,12.49,168824407.3,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/abdc
ABGB,"Abengoa, S.A.",18.93,3179368160,n/a,2013,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/abgb
ABIO,"ARCA biopharma, Inc.",1.13,23742220.95,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio
ABMD,"ABIOMED, Inc.",22.88,925804445.3,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/abmd
ABTL,Autobytel Inc.,9.19,82974056.27,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ABY,Abengoa Yield plc,30.92,2473600000,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby
ACAD,ACADIA Pharmaceuticals Inc.,25.29,2514757304,n/a,1985,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acad
ACAS,"American Capital, Ltd.",14.05,3773880819,n/a,1997,n/a,n/a,http://www.nasdaq.com/symbol/acas
ACAT,Arctic Cat Inc.,34.1,440658886.8,n/a,1990,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/acat
ACET,Aceto Corporation,19.44,563850007.2,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/acet
ACFC,Atlantic Coast Financial Corporation,3.83,59399703.63,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ACFN,"Acorn Energy, Inc.",1.19,26405953.63,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/acfn
ACGL,Arch Capital Group Ltd.,53.3,7201518689,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl
ACHC,"Acadia Healthcare Company, Inc.",50.27,3006924280,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/achc
ACHN,"Achillion Pharmaceuticals, Inc.",10.89,1064911821,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/achn
ACIW,"ACI Worldwide, Inc.",17.985,2051727091,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/aciw
ACLS,"Axcelis Technologies, Inc.",1.94,216478056.4,n/a,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
ACNB,ACNB Corporation,19.17,115122482.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acnb
ACOR,"Acorda Therapeutics, Inc.",31.97,1334585380,n/a,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/acor
ACPW,"Active Power, Inc.",1.85,42716971.75,n/a,2000,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/acpw
ACRX,"AcelRx Pharmaceuticals, Inc.",7.35,318821523.3,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrx
ACSF,"American Capital Senior Floating, Ltd.",12.99,129901299,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf
ACST,"Acasti Pharma, Inc.",0.53,56317894.34,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acst
ACTA,Actua Corporation,17.5,720598287.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acta
ACTG,Acacia Research Corporation,14.61,732036066.2,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/actg
ACTS,"Actions Semiconductor Co., Ltd.",1.91,164260000,n/a,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/acts
ACUR,"Acura Pharmaceuticals, Inc.",0.577,28185285.61,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acur
ACWI,iShares MSCI ACWI Index Fund,55.53,6097194000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
ACWX,iShares MSCI ACWI ex US Index Fund,42.64,1594736000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACXM,Acxiom Corporation,16.89,1303074546,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm
ADAT,Authentidate Holding Corp.,0.66,27447666.84,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adat
ADBE,Adobe Systems Incorporated,62.86,31350725620,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adbe
ADEP,"Adept Technology, Inc.",6.98,91438000,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/adep
ADES,"Advanced Emissions Solutions, Inc.",19.89,432190446.5,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ades
ADHD,Alcobra Ltd.,5.58,76092836.22,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adhd
ADI,"Analog Devices, Inc.",44.6,14013890166,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi
ADMP,Adamis Pharmaceuticals Corporation,4.07,42944682.33,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/admp
ADMS,"Adamas Pharmaceuticals, Inc.",14.42,241657555.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adms
ADNC,"Audience, Inc.",6.79,154190117.5,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/adnc
ADP,"Automatic Data Processing, Inc.",71.63,34530377910,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
ADRA,BLDRS Asia 50 ADR Index Fund,27.9457,25151130,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adra
ADRD,BLDRS Developed Markets 100 ADR Index Fund,22.342,51386600,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adrd
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,38.37,207198000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adre
ADRU,BLDRS Europe 100 ADR Index Fund,22.2999,16724925,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adru
ADSK,"Autodesk, Inc.",49.89,11336826640,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADTN,"ADTRAN, Inc.",19.36,1059087909,n/a,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/adtn
ADUS,Addus HomeCare Corporation,18.65,204808481.2,n/a,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus
ADVS,"Advent Software, Inc.",31.295,1613520629,n/a,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/advs
ADXS,"Advaxis, Inc.",2.8,54651545.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxs
ADXSW,"Advaxis, Inc.",0.96,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw
AEGN,Aegion Corp,17.3,646386335.6,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/aegn
AEGR,"Aegerion Pharmaceuticals, Inc.",32.71,966486262.5,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aegr
AEHR,Aehr Test Systems,1.89,21735943.11,n/a,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aehr
AEIS,"Advanced Energy Industries, Inc.",17.08,682074171.8,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeis
AEPI,AEP Industries Inc.,39.6,201191601.6,n/a,1986,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/aepi
AERI,"Aerie Pharmaceuticals, Inc.",21.27,508140172.4,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aeri
AETI,"American Electric Technologies, Inc.",7.11,58145267.16,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti
AEY,"ADDvantage Technologies Group, Inc.",2.3584,23681180.23,n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/aey
AEZS,AEterna Zentaris Inc.,1.08,69022793.52,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs
AFAM,Almost Family Inc,27.29,258404398,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam
AFCB,Athens Bancshares Corporation,21.5,38673942,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/afcb
AFFX,"Affymetrix, Inc.",7.56,554765636.9,n/a,1996,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/affx
AFH,"Atlas Financial Holdings, Inc.",13.9,163625045.4,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
AFMD,Affimed N.V.,5.29,126876248.7,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/afmd
AFOP,"Alliance Fiber Optic Products, Inc.",12.82,238661030.1,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/afop
AFSI,"AmTrust Financial Services, Inc.",43.22,3268101737,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi
AGEN,Agenus Inc.,3.04,190545512.8,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen
AGII,"Argo Group International Holdings, Ltd.",51.58,1341369931,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
AGIIL,"Argo Group International Holdings, Ltd.",24.15,0,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil
AGIO,"Agios Pharmaceuticals, Inc.",64.93,2237358979,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio
AGNC,American Capital Agency Corp.,22.28,7860132392,n/a,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc
AGNCB,American Capital Agency Corp.,23.99,8463401081,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb
AGNCP,American Capital Agency Corp.,25.3999,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncp
AGND,WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund,46.1,13830000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agnd
AGRX,"Agile Therapeutics, Inc.",6.57,122155799.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx
AGTC,Applied Genetic Technologies Corporation,18.8,308088966.8,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc
AGYS,"Agilysys, Inc.",10.405,237491138.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys
AGZD,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,49.66,59592000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agzd
AHGP,"Alliance Holdings GP, L.P.",65.8,3938985400,n/a,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp
AHPI,"Allied Healthcare Products, Inc.",2.8999,23277923.59,n/a,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi
AIMC,Altra Industrial Motion Corp.,27.2,727265684.8,n/a,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc
AINV,Apollo Investment Corporation,7.91,1872624086,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/ainv
AIQ,"Alliance HealthCare Services, Inc.",23.17,248599109,n/a,2001,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aiq
AIRM,Air Methods Corporation,55.08,2156461370,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/airm
AIRR,First Trust RBA American Industrial Renaissance ETF,17.71,74382035.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr
AIRT,"Air T, Inc.",12.71,29932405.88,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/airt
AIXG,Aixtron SE,13.05,1455380996,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aixg
AKAM,"Akamai Technologies, Inc.",53.38,9510347986,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam
AKAO,"Achaogen, Inc.",9.1,161160545,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akao
AKBA,"Akebia Therapeutics, Inc.",20.6,417417346.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba
AKER,Akers Biosciences Inc,3.11,15222943.07,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker
AKRX,"Akorn, Inc.",35.8,3727987319,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx
ALCO,"Alico, Inc.",36.61,269526114.9,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco
ALCS,"ALCO Stores, Inc.",0.3832,1250156.278,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/alcs
ALDR,"Alder BioPharmaceuticals, Inc.",11.23,345925191.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr
ALDX,"Aldeyra Therapeutics, Inc.",5.792,32234883.68,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx
ALGN,"Align Technology, Inc.",45.16,3648615132,n/a,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn
ALGT,Allegiant Travel Company,112.83,2015071702,n/a,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt
ALIM,"Alimera Sciences, Inc.",4.82,207136294.7,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim
ALKS,Alkermes plc,41.95,6117479944,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks
ALLB,"Alliance Bancorp, Inc. of Pennsylvania",16.1,64837259.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/allb
ALLT,Allot Communications Ltd.,10.55,350754953.3,n/a,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt
ALNY,"Alnylam Pharmaceuticals, Inc.",84.94,6485578156,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny
ALOG,Analogic Corporation,72.14,896063131.7,n/a,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog
ALOT,"Astro-Med, Inc.",12.9,99591676.5,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ALQA,"Alliqua, Inc.",4.56,73829026.56,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa
ALSK,"Alaska Communications Systems Group, Inc.",1.3699,67807870.49,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk
ALTR,Altera Corporation,31.675,9786918377,n/a,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/altr
ALXA,"Alexza Pharmaceuticals, Inc.",2.1,36478953,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxa
ALXN,"Alexion Pharmaceuticals, Inc.",163.25,32293298260,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn
AMAG,"AMAG Pharmaceuticals, Inc.",30.65,673019565.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag
AMAT,"Applied Materials, Inc.",19.87,24209495059,n/a,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat
AMBA,"Ambarella, Inc.",38.76,1151008549,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba
AMBC,"Ambac Financial Group, Inc.",21.02,945954126.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc
AMBCW,"Ambac Financial Group, Inc.",12.65,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
AMBI,Ambit Biosciences Corporation,15.55,279901897.1,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ambi
AMCC,Applied Micro Circuits Corporation,6.88,537984434.6,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/amcc
AMCF,Andatee China Marine Fuel Services Corporation,2,20511626,n/a,2010,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/amcf
AMCN,AirMedia Group Inc,2.06,122708158,n/a,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn
AMCX,AMC Networks Inc.,55.32,3987692135,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx
AMDA,Amedica Corporation,1.15,14272888.05,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda
AMED,Amedisys Inc,20.78,690615112.7,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed
AMGN,Amgen Inc.,130.45,99090763154,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn
AMIC,American Independence Corp.,10.41,84104628.15,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/amic
AMKR,"Amkor Technology, Inc.",6.96,1650261859,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr
AMNB,"American National Bankshares, Inc.",22.76,178441404.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
AMOT,"Allied Motion Technologies, Inc.",13.04,120279969,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot
AMOV,"America Movil, S.A.B. de C.V.",23.72,82278275600,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
AMPH,"Amphastar Pharmaceuticals, Inc.",10.97,489746424.2,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph
AMRB,American River Bankshares,9.25,74828938.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb
AMRI,"Albany Molecular Research, Inc.",21.56,700228202.5,n/a,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/amri
AMRK,"A-Mark Precious Metals, Inc.",11,76590162,n/a,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk
AMRN,Amarin Corporation PLC,1.05,183328373.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn
AMRS,"Amyris, Inc.",3.1,244721998,n/a,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs
AMSC,American Superconductor Corporation,1.22,101512782.8,n/a,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc
AMSF,"AMERISAFE, Inc.",41.37,775328615.3,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf
AMSG,Amsurg Corp.,49.42,2377535463,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsg
AMSGP,Amsurg Corp.,104.625,180478125,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsgp
AMSWA,"American Software, Inc.",9.04,255559588.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa
AMTX,"Aemetis, Inc",8.1,165505898.7,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amtx
AMWD,American Woodmark Corporation,38.27,595025978.4,n/a,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd
AMZN,"Amazon.com, Inc.",302.86,1.39932E+11,n/a,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn
ANAC,"Anacor Pharmaceuticals, Inc.",24.81,1041910662,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anac
ANAD,"ANADIGICS, Inc.",0.6219,53373999.71,n/a,1995,Technology,Semiconductors,http://www.nasdaq.com/symbol/anad
ANAT,American National Insurance Company,109.89,2952936827,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat
ANCB,Anchor Bancorp,20.98,53499000,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb
ANCI,American Caresource Holdings Inc,2.847,19114644.12,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/anci
ANCX,Access National Corporation,16.42,171430038,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx
ANDE,"The Andersons, Inc.",56.58,1606872000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande
ANGI,"Angie&#39;s List, Inc.",8.49,496806587.7,n/a,2011,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",15.655,558134674.4,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango
ANIK,Anika Therapeutics Inc.,36.24,524990216.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik
ANIP,"ANI Pharmaceuticals, Inc.",27.85,315386963,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip
ANSS,"ANSYS, Inc.",72.42,6663777718,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss
ANTH,"Anthera Pharmaceuticals, Inc.",1.76,39977458.4,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth
ANY,Sphere 3D Corp,5.31,132106454.6,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any
AOSL,Alpha and Omega Semiconductor Limited,9.135,241585653.3,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl
APAGF,Apco Oil and Gas International Inc.,14.08,414532687.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apagf
APEI,"American Public Education, Inc.",29.31,505721598.5,n/a,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei
APOG,"Apogee Enterprises, Inc.",40.14,1162563822,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog
APOL,"Apollo Education Group, Inc.",24.87,2728462830,n/a,1994,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apol
APPY,"Venaxis, Inc.",1.31,40596937.99,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/appy
APRI,"Apricus Biosciences, Inc",1.29,49152161.79,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri
APSA,Alto Palermo S.A.,17.95,565488040.4,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/apsa
APWC,Asia Pacific Wire & Cable Corporation Limited,2.5,34500000,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
AQU,Aquasition Corp.,7.71,195967606.6,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/aqu
AQXP,"Aquinox Pharmaceuticals, Inc.",7.33,78394511.26,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp
ARAY,Accuray Incorporated,7.11,550304287.7,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/aray
ARCB,ArcBest Corporation,32.47,844691854,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb
ARCC,Ares Capital Corporation,15.68,4925214412,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc
ARCI,"Appliance Recycling Centers of America, Inc.",2.7825,16105994.84,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/arci
ARCP,"American Realty Capital Properties, Inc.",12.08,10968455248,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arcp
ARCPP,"American Realty Capital Properties, Inc.",23,989000000,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arcpp
ARCW,"ARC Group Worldwide, Inc.",8.99,134019962.3,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw
ARDM,Aradigm Corporation,7.89,116048558,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm
ARDX,"Ardelyx, Inc.",20.77,384942975.9,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
AREX,Approach Resources Inc.,12.2,480313829.2,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex
ARGS,"Argos Therapeutics, Inc.",7.99,157048076.2,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args
ARIA,"ARIAD Pharmaceuticals, Inc.",5.36,1002381913,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aria
ARII,"American Railcar Industries, Inc.",63.59,1357792566,n/a,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii
